stop_id,stop_name,stop_lat,stop_lon,location_type
13891,"DIAZ, ANA&&LARRAZABAL AV.",-34.6804046592,-58.4657985022,0
13901,"GORDILLO, TIMOTEO&&RIESTRA AV.",-34.6807359518,-58.479357857,0
13912,"ROCA, CNEL. AV.&&SIN NOMBRE OFICIAL (ALT. CNEL.ROC",-34.6810770951,-58.451731387,0
13920,"RIESTRA AV.&&RIO NEGRO",-34.6814476038,-58.4801729652,0
13931,"DELLEPIANE, LUIS, TTE. GRAL.&&RIESTRA AV.",-34.6818241865,-58.4809378049,0
13936,"CHILAVERT, MARTINIANO, CORONEL&&LEGUIZAMON, MARTIN",-34.6820076229,-58.4708600989,0
13939,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.&&MURGUIONDO",-34.6820640568,-58.4691148089,0
13945,"COSQUIN&&DELLEPIANE, LUIS, TTE. GRAL.",-34.6822819034,-58.4806593939,0
13953,"CAFAYATE&&CHILAVERT, MARTINIANO, CORONEL",-34.6825766662,-58.4715137559,0
13955,"BATLLE Y ORDOÑEZ, JOSE P.T.&&CAÑADA DE GOMEZ",-34.6826038048,-58.4785590918,0
13966,"PAZ, GRAL. AV.",-34.68326668,-58.4894235406,0
13978,"CHILAVERT, MARTINIANO, CORONEL&&HUDSON",-34.6836486211,-58.4727467509,0
13982,"BERGANTIN GENERAL BELGRANO&&CAFAYATE",-34.6837610554,-58.4700239522,0
13985,"DELLEPIANE, LUIS, TTE. GRAL.&&GUAMINI",-34.6838596793,-58.4819112853,0
13997,"DESCALZI, NICOLAS&&SOLDADO DE LA FRONTERA AV.",-34.6841276442,-58.4644901004,0
14001,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL.&&DELLEPIANE, ",-34.68421465,-58.4829977161,0
14018,"PAZ, GRAL. AV.",-34.6849788561,-58.4855709612,0
14029,"BERGANTIN GENERAL BELGRANO&&DE LA TORRE, LISANDRO",-34.6852629229,-58.4717405355,0
14047,"CAÑADA DE GOMEZ&&FERNANDEZ DE LA CRUZ, F., GRAL. A",-34.6861951571,-58.4738167078,0
14049,"BERGANTIN GENERAL BALCARCE&&DE LA TORRE, LISANDRO",-34.6862216649,-58.4705150373,0
14052,"DELLEPIANE, LUIS, TTE. GRAL.&&PAZ, GRAL. AV.",-34.6863123763,-58.4831411821,0
14061,"PAZ, GRAL. AV.",-34.6868260335,-58.4852278843,0
14068,"COMBATE DE SAN CARLOS&&SOLDADO DE LA FRONTERA AV.",-34.6870084941,-58.4621917872,0
14069,"ROCA, CNEL. AV.",-34.6870426958,-58.4583831616,0
14073,"SOLDADO DE LA FRONTERA AV.",-34.6872732128,-58.4621976662,0
14090,"CAÑADA DE GOMEZ&&RIVERA, FRUCTUOSO, GENERAL",-34.6880173149,-58.4714105382,0
14092,"PAZ, GRAL. AV.&&UNANUE",-34.6881316449,-58.4824435495,0
14094,"ROCA, CNEL. AV.",-34.6881780175,-58.4594618246,0
14099,"ROCA, CNEL. AV.",-34.6882751923,-58.4592040091,0
14107,"ROCA, CNEL. AV.&&SOLDADO DE LA FRONTERA AV.",-34.6887437401,-58.4600779398,0
14123,"PAZ, GRAL. AV.",-34.684842891,-58.4879383001,0
14129,"CAÑADA DE GOMEZ&&TABARE",-34.6898126625,-58.4690395576,0
14134,"CHILAVERT, MARTINIANO, CORONEL&&PAZ, GRAL. AV.",-34.6901052071,-58.4802761774,0
14136,"CORRALES&&PIEDRA BUENA AV.",-34.6902895474,-58.471748463,0
14146,"CORRALES&&GUAMINI",-34.6909776617,-58.4725097143,0
14155,"BERON DE ASTRADA&&CAÑADA DE GOMEZ",-34.6916138087,-58.4666608015,0
14160,"ITAQUI&&PAZ, GRAL. AV.",-34.6919048827,-58.4778950132,0
14162,"MADARIAGA&&PIEDRA BUENA AV.",-34.6920879997,-58.4693730769,0
14164,"BERON DE ASTRADA&&COSQUIN",-34.6922995601,-58.4674250068,0
14170,"GUAMINI&&MADARIAGA",-34.6927747905,-58.4701360301,0
14171,"PAZ, GRAL. AV.&&RIVERA, FRUCTUOSO, GENERAL",-34.692801428,-58.4767061397,0
14172,"BERON DE ASTRADA&&PIEDRA BUENA AV.",-34.6929847434,-58.4681886277,0
14180,"CORRALES&&PAZ, GRAL. AV.",-34.6936936648,-58.4755268744,0
14190,"PAZ, GRAL. AV.&&TABARE",-34.6945903982,-58.4743363299,0
14201,"BERON DE ASTRADA&&PAZ, GRAL. AV.",-34.6964016437,-58.4719938751,0
14245,"BONPLAND&&DORREGO AV.",-34.5908412025,-58.446642337,0
14256,"PAZ, GRAL. AV.",-34.5778655524,-58.5127140958,0
14257,"CARABOBO AV.&&RECUERO, CASIMIRO, TTE. CNEL.",-34.6362325665,-58.452048428,0
14263,"DEL LIBERTADOR AV.&&SUIPACHA",-34.5900742977,-58.3794536761,0
14265,"FAVALORO, RENE DR.&&PEPIRI",-34.6401247698,-58.408852715,0
14271,"HUERGO, ING. AV.&&VERA PEÑALOZA, ROSARIO",-34.6181188811,-58.3664557524,0
14288,"ACCESO WILSON&&CASTILLO, RAMON S., PRES. AV.",-34.5805196997,-58.3751257272,0
14317,"PAZ, GRAL. AV.",-34.5720216961,-58.5099807458,0
14344,"OZANAM FEDERICO, BEATO&&RIESTRA AV.",-34.6730073941,-58.470739946,0
14345,"DIRECTORIO AV.&&PITAGORAS",-34.6459525252,-58.4853327875,0
14346,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL.&&DELLEPIANE, ",-34.6624502144,-58.4729736998,0
14347,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL.&&ESCALADA AV.",-34.6631542648,-58.4720251121,0
14355,"IRIARTE, GRAL. AV.&&MONTESQUIEU",-34.6514272243,-58.3966378593,0
14358,"DELLEPIANE, LUIS, TTE. GRAL.&&PERON, EVA AV.",-34.6429879855,-58.4611285436,0
14359,"PAZ, GRAL. AV.",-34.6480354868,-58.5290139035,0
14360,"PAZ, GRAL. AV.",-34.6431177877,-58.5293400108,0
14364,"HUERGO, ING. AV.&&LANGER, MARIE",-34.6204216174,-58.3661912469,0
14371,"HUGO, VICTOR&&JUSTO, JUAN B. AV.",-34.6339608811,-58.5043257187,0
14394,"CALZADA CIRCULAR PLAZA ITALIA&&LAS HERAS GENERAL A",-34.5813704475,-58.4201193884,0
14395,"CALZADA CIRCULAR PLAZA ITALIA&&SANTA FE AV.",-34.5808461693,-58.4215997043,0
14403,"11 DE SEPTIEMBRE DE 1888&&PICO",-34.5373263974,-58.4675661892,0
14411,"PAZ, GRAL. AV.",-34.5360278579,-58.468999376,0
14430,"COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL)",-34.5429158928,-58.4373204727,0
14431,"GUIRALDES, INT.&&OBLIGADO RAFAEL, AV.COSTANERA",-34.5426732859,-58.4360502521,0
14433,"COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL)",-34.5433722733,-58.4378024619,0
14449,"DEL LIBERTADOR AV.&&IBERA",-34.5486449257,-58.4550415496,0
14463,"PAZ, GRAL. AV.",-34.552274319,-58.5012630277,0
14464,"PAZ, GRAL. AV.",-34.5488298351,-58.4978883089,0
14467,"OBLIGADO RAFAEL, AV.COSTANERA",-34.5537663922,-58.4208354489,0
14470,"OBLIGADO RAFAEL, AV.COSTANERA",-34.5542671919,-58.4188939069,0
14481,"AUBAIN, TEODORO DR.&&LA PAMPA",-34.5564512009,-58.440044371,0
14489,"BALBIN, RICARDO, DR. AV.&&CONGRESO AV.",-34.5600943535,-58.4714287462,0
14493,"OBLIGADO RAFAEL, AV.COSTANERA",-34.5609014832,-58.4076883819,0
14498,"OBLIGADO RAFAEL, AV.COSTANERA",-34.5624612123,-58.4062646264,0
14500,"OBLIGADO RAFAEL, AV.COSTANERA",-34.5641161894,-58.4049490339,0
14503,"DORREGO AV.&&FIGUEROA ALCORTA, PRES. AV.",-34.5653957895,-58.4200876916,0
14508,"ROLDAN, BELISARIO AV.",-34.566567457,-58.4139299603,0
14514,"OBLIGADO RAFAEL, AV.COSTANERA&&SARMIENTO AV.",-34.5670300748,-58.4026802993,0
14521,"ROLDAN, BELISARIO AV.",-34.5683498066,-58.4123595763,0
14525,"DORREGO AV.&&FREYRE, MARCELINO E., CNEL. AV.",-34.5685948134,-58.4218557188,0
14528,"PAZ, GRAL. AV.",-34.5658415759,-58.5075213917,0
14529,"PAZ, GRAL. AV.",-34.5549293224,-58.5025190045,0
14536,"FREYRE, MARCELINO E., CNEL. AV.&&ISABEL, INFANTA A",-34.5699670158,-58.4202033522,0
14556,"ALBARELLOS AV.&&DE LOS CONSTITUYENTES AV.",-34.5735183822,-58.5029934842,0
14561,"DE LOS CONSTITUYENTES AV.&&ESCOBAR",-34.5740615094,-58.5022824124,0
14565,"CAMPOS, LUIS M. AV.&&DORREGO AV.",-34.574354157,-58.431756004,0
14566,"ANCON&&DORREGO AV.",-34.5744491868,-58.4344300021,0
14567,"ALBARELLOS AV.&&ARTIGAS, JOSE GERVASIO, GRAL.",-34.5749383084,-58.5053991689,0
14586,"CAMPOS, LUIS M. AV.&&DRESCO, ARTURO ANTONIO",-34.5766992094,-58.429163003,0
14598,"ALBARELLOS AV.&&NAZCA",-34.5776579564,-58.5099964993,0
14621,"CASTILLO, RAMON S., PRES. AV.",-34.578448356,-58.3828607563,0
14629,"DEL FOMENTISTA AV.",-34.5817581196,-58.5124668363,0
14634,"CAMPANA&&PAZ, GRAL. AV.",-34.581684436,-58.514569899,0
14636,"ECHEVERRIA&&LA GLORIA",-34.5831488343,-58.488464577,0
14637,"CASTILLO, RAMON S., PRES. AV.&&LUISONI, ARTURO, MA",-34.5833227366,-58.37017681,0
14639,"DE LOS CONSTITUYENTES AV.&&ECHEVERRIA",-34.5839238406,-58.4898317812,0
14646,"CARRIL, SALVADOR MARIA DEL AV.&&HALL, BASILIO",-34.5853026569,-58.4895588889,0
14649,"CASTILLO, RAMON S., PRES. AV.&&DE LOS INMIGRANTES ",-34.584151806,-58.3687188193,0
14650,"CORBETA URUGUAY&&PY, COMODORO AV.",-34.5853800355,-58.3665668061,0
14651,"ELCANO AV.&&GUZMAN AV.",-34.585698833,-58.460331412,0
14655,"CARACAS&&CARRIL, SALVADOR MARIA DEL AV.",-34.5864715606,-58.4914126507,0
14658,"CARRIL, SALVADOR MARIA DEL AV.&&PEREZ ROSALES, VIC",-34.586822564,-58.4919694026,0
14665,"CARRIL, SALVADOR MARIA DEL AV.&&TRIPOLI",-34.588945842,-58.4953602594,0
14678,"CARRIL, SALVADOR MARIA DEL AV.&&NAZCA",-34.5907009378,-58.4982014555,0
14681,"MARTINEZ ZUVIRIA, GUSTAVO,&&SAN MARTIN",-34.5908619462,-58.3718563975,0
14682,"MARTINEZ ZUVIRIA, GUSTAVO,&&RAMOS MEJIA, JOSE MARI",-34.5902495754,-58.3730078843,0
14683,"BEIRO, FRANCISCO AV.&&CARACAS",-34.5908323424,-58.4874582284,0
14697,"CARRIL, SALVADOR MARIA DEL AV.&&HELGUERA",-34.5923152597,-58.5008159347,0
14700,"CHORROARIN AV.&&SENDERO SIN NOMBRE OFICIAL - PUENT",-34.5925850667,-58.4762055624,0
14706,"BEIRO, FRANCISCO AV.",-34.5927756391,-58.4906272262,0
14707,"BEIRO, FRANCISCO AV.&&CONDARCO",-34.5936306992,-58.4920100624,0
14714,"BEIRO, FRANCISCO AV.&&NAZCA",-34.5950308716,-58.4942789408,0
14717,"MONTENEGRO&&NEWBERY, JORGE AV.",-34.5951839732,-58.4576932506,0
14735,"WARNES AV.&&YERUA",-34.5962865924,-58.4690008412,0
14742,"DE LOS CONSTITUYENTES AV.&&WARNES AV.",-34.5964671696,-58.4713140841,0
14752,"DUMONT, SANTOS&&WARNES AV.",-34.5969257862,-58.4582473649,0
14753,"RAULIES&&WARNES AV.",-34.5970600933,-58.4766402384,0
14755,"CHORROARIN&&WARNES AV.",-34.5970878393,-58.4778795162,0
14767,"CHORROARIN&&ESPINOSA",-34.5983422391,-58.4783474506,0
14794,"MADERO, EDUARDO AV.",-34.601028695,-58.3683938664,0
14797,"NAZCA AV.&&NOGOYA",-34.6016921821,-58.4897552448,0
14807,"GUEMES, MACACHA&&MADERO, EDUARDO AV.",-34.6051733196,-58.3679254862,0
14808,"GUEMES, MACACHA&&MOREAU DE JUSTO, ALICIA AV.",-34.6052516457,-58.3669586319,0
14811,"BEIRO, FRANCISCO AV.&&SEGUROLA AV.",-34.6065968326,-58.5129975258,0
14818,"BELAUSTEGUI, LUIS, DR.&&JUSTO, JUAN B. AV.",-34.6102259217,-58.4658810621,0
14819,"ACHUPALLAS&&JUSTO, JUAN B. AV.",-34.6102857099,-58.4659423049,0
14820,"HUERGO, ING. AV.&&MORENO",-34.6109973873,-58.3672634833,0
14824,"CALABRIA AV.&&VILLAFLOR, AZUCENA",-34.6117662935,-58.3589723536,0
14828,"BELGRANO AV.&&HUERGO, ING. AV.",-34.6121601156,-58.3671316532,0
14832,"MOREAU DE JUSTO, ALICIA AV.&&VILLAFLOR, AZUCENA",-34.6123639202,-58.3663298148,0
14851,"MOREAU DE JUSTO, ALICIA AV.&&VERA PEÑALOZA, ROSARI",-34.6180702398,-58.3657310397,0
14861,"CALVO, CARLOS&&PASEO COLON AV.",-34.619719894,-58.3686189494,0
14872,"BAIGORRIA&&DA VINCI, LEONARDO",-34.6215075276,-58.5183925939,0
14879,"LAFONE, QUEVEDO SAMUEL&&LAVAYSSE, BENJAMIN J. (EX ",-34.6226791209,-58.3586658229,0
14881,"DEALESSI, PIERINA&&RAWSON DE DELLEPIANE, ELVIRA AV",-34.6233200062,-58.3614506811,0
14912,"BOYACA AV.&&RIVADAVIA AV.",-34.626666047,-58.4567102339,0
14930,"BROWN, ALTE. AV.&&LIBERTI, TOMAS",-34.6289250619,-58.3655776248,0
14931,"PESCADORES&&RIVADAVIA AV.",-34.6290004056,-58.4632426642,0
14933,"RIVADAVIA AV.&&SALALA",-34.6290861809,-58.4635406742,0
14939,"ALVAREZ JONTE AV.&&ECHENAGUCIA",-34.6300008368,-58.5173462158,0
14941,"DON PEDRO DE MENDOZA AV.&&VALLE, ARISTOBULO DEL",-34.6303421061,-58.3542628345,0
14946,"NAZCA AV.&&RIVADAVIA AV.",-34.6307060336,-58.469639524,0
14949,"GALENO&&LOPE DE VEGA AV.",-34.6311172961,-58.5025055445,0
14951,"LA PLATA AV.&&PAVON AV.",-34.6314822588,-58.4257546,0
14964,"BROWN, ALTE. AV.&&VALLE, ARISTOBULO DEL",-34.6328468488,-58.3603404933,0
14968,"ITUZAINGO&&PARACAS",-34.6330607583,-58.3810719882,0
14977,"BARRAGAN&&JUSTO, JUAN B. AV.",-34.6341606195,-58.5230355594,0
14983,"GUALEGUAYCHU&&RIVADAVIA AV.",-34.6343777574,-58.484185456,0
14984,"GARCIA, MARTIN AV.&&MONTES DE OCA, MANUEL AV.",-34.6344103349,-58.3753977121,0
15012,"DAVILA&&PERON, EVA AV.",-34.636259415,-58.4494824084,0
15017,"ASAMBLEA AV.&&CURAPALIGUE AV.",-34.6366552951,-58.4458774401,0
15027,"ALCORTA, AMANCIO AV.&&PERDRIEL",-34.637100305,-58.3864746159,0
15031,"ALCORTA, AMANCIO AV.&&PERDRIEL",-34.6371773806,-58.3865264332,0
15040,"BROWN, ALTE. AV.&&DON PEDRO DE MENDOZA AV.",-34.6379550361,-58.3572662617,0
15047,"CHECOSLOVAQUIA&&OLIVERA AV.",-34.6384410723,-58.486698117,0
15050,"CASEROS AV.&&GUARANI",-34.6386683666,-58.4145554459,0
15054,"PJE.PARTICULAR (ALT. RIVADAVIA 11080)&&RIVADAVIA A",-34.6389685515,-58.5205394474,0
15072,"CARRILLO, RAMON, DR.",-34.6401713883,-58.3808656744,0
15075,"FAVALORO, RENE DR.&&PEPIRI",-34.6402483721,-58.4088743617,0
15085,"MELO, CARLOS F.&&ROCHA",-34.6411501742,-58.3642671223,0
15097,"CARRILLO, RAMON, DR.&&SUAREZ AV.",-34.6421148187,-58.3809158132,0
15098,"PINEDO AV.&&SUAREZ AV.",-34.6421088841,-58.3810962038,0
15129,"ALCORTA, AMANCIO AV.&&MONTESQUIEU",-34.6440564322,-58.3991671711,0
15137,"AMEGHINO, FLORENTINO, DR.&&OLIVERA AV.",-34.6448887442,-58.4847250029,0
15144,"TOLL&&VELEZ SARSFIELD AV.",-34.6454211685,-58.3894690988,0
15145,"LAFUENTE AV.&&ZUVIRIA",-34.645571419,-58.4595420982,0
15163,"BALBASTRO",-34.6464818674,-58.4526875883,0
15170,"EL TALA&&PERON, EVA AV.",-34.6466574679,-58.4675456212,0
15184,"CAAGUAZU&&PILAR",-34.6470682899,-58.5188131488,0
15186,"PORTELA&&ZUVIRIA",-34.6471772543,-58.4617469096,0
15190,"ACOSTA, MARIANO&&EL CERRO",-34.6473492892,-58.465427515,0
15198,"CALAZA, JOSE MARIA&&PERON, EVA AV.",-34.6475706201,-58.4681848528,0
15199,"DON SEGUNDO SOMBRA&&ZUVIRIA",-34.6475717695,-58.4622154902,0
15202,"ACOSTA, MARIANO&&ECHEANDIA",-34.6477919068,-58.4648663952,0
15212,"PERON, EVA AV.&&VINCHINA",-34.6479197677,-58.4684292661,0
15214,"ALCORTA, AMANCIO AV.&&MONTEAGUDO",-34.648019079,-58.4034835196,0
15224,"ALPATACAL&&PILAR",-34.6484695436,-58.5169801877,0
15234,"ACOSTA, MARIANO&&ZUVIRIA",-34.6487896001,-58.463603449,0
15240,"BALBASTRO&&LAFUENTE AV.",-34.6488429139,-58.4561768257,0
15256,"ACOSTA, MARIANO&&ALVAREZ, CRISOSTOMO",-34.6494598155,-58.4627501061,0
15259,"GARZON EUGENIO GENERAL&&OLIVERA AV.",-34.6494951264,-58.4834355173,0
15263,"BARCO CENTENERA DEL&&RIVERA, FRUCTUOSO, GENERAL",-34.6495639835,-58.4260376309,0
15266,"MORENO, PERITO AV.&&SAENZ AV.",-34.6496980315,-58.4163443107,0
15273,"FOURNIER&&MORENO, PERITO AV.",-34.6497905772,-58.4184277791,0
15280,"MORENO, PERITO AV.&&TILCARA AV.",-34.6499117885,-58.4210267924,0
15287,"MANZI, HOMERO&&MORENO, PERITO AV.",-34.6500535192,-58.4240963655,0
15295,"MORENO, PERITO AV.&&RIVERA, FRUCTUOSO, GENERAL",-34.6501681228,-58.4266689813,0
15303,"MORENO, PERITO AV.&&VELAZQUEZ",-34.6503699714,-58.4593711937,0
15316,"IRIARTE, GRAL. AV.&&ZAVALETA",-34.6510708047,-58.4005676776,0
15317,"IRIARTE, GRAL. AV.&&VELEZ SARSFIELD AV.",-34.6511740308,-58.3890109854,0
15320,"BALBASTRO&&PERGAMINO",-34.6513961376,-58.4583225473,0
15322,"ESQUIU&&RAMIREZ, CARLOS M.",-34.6513996904,-58.4216523837,0
15323,"ARATA, PEDRO N.&&IRIARTE, GRAL. AV.",-34.6514105046,-58.3932844176,0
15338,"ALBERDI, JUAN BAUTISTA AV.&&PIERES",-34.6522074196,-58.5031187298,0
15357,"AZCUENAGA, DOMINGO DE&&VELEZ SARSFIELD AV.",-34.6531427511,-58.3888542158,0
15375,"ALVAREZ, CRISOSTOMO&&FERNANDEZ",-34.6538034591,-58.4667965637,0
15388,"IGUAZU&&SANTO DOMINGO",-34.6544199903,-58.4032416684,0
15394,"FERNANDEZ&&SANTANDER",-34.6546634207,-58.4657089297,0
15438,"DIRECTORIO AV.&&PIERES",-34.6565384248,-58.4978353029,0
15450,"CHICOANA&&DIRECTORIO AV.",-34.6568812675,-58.4982467305,0
15486,"AMEGHINO, FLORENTINO, DR.&&SANTANDER",-34.6578168609,-58.4688112522,0
15502,"ALBERDI, JUAN BAUTISTA AV.&&ANDALGALA",-34.6584641907,-58.5114028962,0
15533,"PUENTE VICTORINO DE LA PLAZA&&VELEZ SARSFIELD AV.",-34.6598716879,-58.3883182644,0
15538,"CORVALAN&&PERON, EVA AV.",-34.6601370628,-58.4823324519,0
15549,"ALBARIÑO&&PERON, EVA AV.",-34.6607159364,-58.4832314709,0
15550,"CASCO, HORACIO, DR.&&ESCALADA AV.",-34.6607432593,-58.4751314384,0
15562,"DE LA TORRE, LISANDRO AV.&&TANDIL",-34.6613339306,-58.5016543712,0
15564,"ALVAREZ, CRISOSTOMO&&ESCALADA AV.",-34.6614003108,-58.4743188027,0
15572,"DERQUI AV.&&ESCALADA AV.",-34.6619550926,-58.4736282734,0
15583,"ALBARIÑO&&ECHEANDIA",-34.6625372918,-58.4808941711,0
15595,"COSQUIN&&TANDIL",-34.6632868338,-58.5040252446,0
15596,"ALVAREZ, CRISOSTOMO&&ARAUJO",-34.663335729,-58.4765847132,0
15598,"DE LA TORRE, LISANDRO AV.&&GARZON EUGENIO GENERAL",-34.6633616627,-58.4991921741,0
15607,"ALVAREZ, CRISOSTOMO&&CORVALAN",-34.6640061373,-58.4773696192,0
15609,"ALBARIÑO&&CASCO, HORACIO, DR.",-34.6640375612,-58.4789757869,0
15620,"ALBARIÑO&&ALVAREZ, CRISOSTOMO",-34.6646762591,-58.4781511286,0
15622,"CORVALAN&&SANTANDER",-34.6648200613,-58.4763143418,0
15624,"DE LA TORRE, LISANDRO AV.&&SUAREZ, JUSTO ANTONIO",-34.6649093922,-58.4973127298,0
15638,"CARDENAS, CNEL. AV.&&GARZON EUGENIO GENERAL",-34.6661902077,-58.5025847042,0
15643,"DE LA TORRE, LISANDRO AV.&&MONTE",-34.6667602184,-58.4950649558,0
15646,"CARDENAS, CNEL. AV.&&SAN PEDRO",-34.6672335136,-58.5019508042,0
15650,"SARAZA&&SENDERO SIN NOMBRE OFICIAL - PUENTE SOBRE ",-34.6675086723,-58.4755676887,0
15652,"DE LA TORRE, LISANDRO AV.&&PERON, EVA AV.",-34.6679605243,-58.4936072277,0
15662,"HICKEN, CRISTOBAL M.&&SANTANDER",-34.6688068714,-58.4810829283,0
15665,"CARDENAS, CNEL. AV.&&LAFERRERE, GREGORIO DE",-34.6695338419,-58.5004732874,0
15671,"PERON, EVA AV.&&PIEDRA BUENA AV.",-34.6700605484,-58.495736514,0
15677,"CARDENAS, CNEL. AV.&&MONTE",-34.67084058,-58.4996301089,0
15681,"ALBARIÑO&&RIESTRA AV.",-34.6716181747,-58.4692589833,0
15683,"ARGENTINA AV.&&BATLLE Y ORDOÑEZ, JOSE P.T.",-34.6717702635,-58.4659687191,0
15703,"ARGENTINA AV.&&SANTANDER",-34.6730279939,-58.4858848525,0
15714,"DE LA TORRE, LISANDRO&&SANTANDER",-34.6735448616,-58.4864495366,0
15729,"BALBASTRO&&DE LA TORRE, LISANDRO",-34.6743951944,-58.4854312313,0
15737,"DE LA TORRE, LISANDRO&&SARAZA",-34.6751276063,-58.4845541204,0
15744,"CASTAÑARES AV.&&DE LA TORRE, LISANDRO",-34.6759844733,-58.4835302372,0
15749,"CASTAÑARES AV.&&GORDILLO, TIMOTEO",-34.6766582841,-58.4843269124,0
15750,"DE LA TORRE, LISANDRO&&ZELARRAYAN",-34.6767552574,-58.4826179815,0
15751,"AQUINO&&RUCCI, JOSE IGNACIO",-34.677013051,-58.4799139487,0
15752,"LEGUIZAMON, MARTINIANO&&SOMELLERA",-34.6770414099,-58.4772788226,0
15755,"CAÑADA DE GOMEZ&&CASTAÑARES AV.",-34.6773255417,-58.4851160121,0
15758,"PIEDRA BUENA AV.&&SARAZA",-34.6778737586,-58.4878351943,0
15762,"CASTAÑARES AV.&&COSQUIN",-34.6779888514,-58.4858999235,0
15763,"AQUINO&&DE LA TORRE, LISANDRO",-34.6780299982,-58.4811057845,0
15764,"GOLETA SANTA CRUZ&&PIEDRA BUENA AV.",-34.6780324568,-58.4876569949,0
15765,"CAÑADA DE GOMEZ&&ZELARRAYAN",-34.6780925369,-58.4841907984,0
15774,"CASTAÑARES AV.&&PIEDRA BUENA AV.",-34.6787638213,-58.4868141336,0
15780,"DEL COLEGIO&&PIEDRA BUENA AV.",-34.6791939881,-58.4863148859,0
15781,"AQUINO&&CAÑADA DE GOMEZ",-34.6793587782,-58.4826632549,0
15784,"PIEDRA BUENA AV.&&ZELARRAYAN",-34.6795523062,-58.4858989843,0
15800,"AQUINO&&PIEDRA BUENA AV.",-34.6808415213,-58.4844012825,0
15803,"BERGANTIN GOLETA ESPORA&&GOLETA JULIA",-34.6811751978,-58.4919285698,0
15835,"PAZ, GRAL. AV.",-34.7017504146,-58.4655824584,0
15836,"PAZ, GRAL. AV.",-34.7001057371,-58.4679817296,0
15850,"LA PAMPA",-34.5536910835,-58.4354104279,0
15851,"LA PAMPA",-34.553050738,-58.4344266055,0
15865,"SANTA FE AV.&&URIARTE",-34.5803584903,-58.4223259954,0
15890,"PY, COMODORO AV.",-34.5875347309,-58.3679844802,0
15892,"PY, COMODORO AV.",-34.5871086843,-58.3679562349,0
15893,"PY, COMODORO AV.",-34.5863802324,-58.3670481724,0
15894,"PY, COMODORO AV.",-34.5862479522,-58.3672747028,0
15900,"PAZ, GRAL. AV.",-34.5395247139,-58.4772596486,0
15901,"PAZ, GRAL. AV.",-34.5452896867,-58.4899203691,0
15902,"PAZ, GRAL. AV.",-34.5427137285,-58.4841731187,0
15903,"PAZ, GRAL. AV.",-34.5463386142,-58.4922696536,0
15905,"PAZ, GRAL. AV.",-34.5675496103,-58.5082567563,0
15906,"PAZ, GRAL. AV.",-34.571945012,-58.5104692506,0
15908,"PAZ, GRAL. AV.",-34.5826130393,-58.5154780447,0
15909,"PAZ, GRAL. AV.",-34.5806318239,-58.5145509335,0
15910,"PAZ, GRAL. AV.",-34.615629175,-58.5308615971,0
15912,"PAZ, GRAL. AV.",-34.6214423781,-58.530625721,0
15913,"PAZ, GRAL. AV.",-34.6230941794,-58.5305231204,0
15914,"PAZ, GRAL. AV.",-34.6272713619,-58.5302645703,0
15915,"PAZ, GRAL. AV.",-34.6394161341,-58.5293373905,0
15916,"PAZ, GRAL. AV.",-34.6500530265,-58.5289097859,0
15917,"PAZ, GRAL. AV.",-34.65274499,-58.528670063,0
15920,"PAZ, GRAL. AV.",-34.6676379087,-58.5107028851,0
15921,"PAZ, GRAL. AV.",-34.6760571406,-58.4995922777,0
15922,"PAZ, GRAL. AV.",-34.6854316908,-58.4862613636,0
15925,"PAZ, GRAL. AV.",-34.6929576224,-58.4773666837,0
15928,"PAZ, GRAL. AV.",-34.6544356205,-58.5279938236,0
15929,"PAZ, GRAL. AV.",-34.6565878037,-58.5256125454,0
15930,"PAZ, GRAL. AV.",-34.658230168,-58.5233763019,0
15932,"PAZ, GRAL. AV.",-34.6708778738,-58.5065538341,0
15933,"PAZ, GRAL. AV.",-34.6725662223,-58.5043550283,0
15934,"PAZ, GRAL. AV.",-34.6786911085,-58.4962366557,0
15935,"PAZ, GRAL. AV.",-34.6823842882,-58.4913944261,0
15937,"PAZ, GRAL. AV.",-34.6964237494,-58.4724404736,0
15938,"PAZ, GRAL. AV.",-34.5868663103,-58.5175969786,0
15939,"PAZ, GRAL. AV.",-34.5913617448,-58.5197217729,0
15940,"PAZ, GRAL. AV.",-34.62980902,-58.530309045,0
15941,"PAZ, GRAL. AV.",-34.6395447864,-58.5297199032,0
15942,"PAZ, GRAL. AV.",-34.684789698,-58.4881825164,0
15943,"PAZ, GRAL. AV.",-34.6869277348,-58.485279772,0
15945,"PAZ, GRAL. AV.",-34.6430158263,-58.5294955919,0
15946,"PAZ, GRAL. AV.",-34.6479335259,-58.5291694942,0
15947,"PAZ, GRAL. AV.",-34.5358964202,-58.4690655432,0
15948,"PAZ, GRAL. AV.",-34.5381103984,-58.4744922431,0
15951,"PAZ, GRAL. AV.",-34.5462071642,-58.4923357924,0
15952,"ACCESO NORTE - PANAMERICANA&&PAZ, GRAL. AV.",-34.5484010183,-58.4972570544,0
